doc_id;from;to;text;where;number;nouns;determiners;conjunctions;adjectives;prepositions;pronouns;verbs;adverbs;undefined;time
174;ANAKIN;; I shouldn't have done that, Chancellor. It's not the Jedi way.;39 INT. GENERAL'S QUARTERS-TRADE FEDERATION CRUISER;11;0;0;0;0;0;0;0;0;0;
175;PALPATINE;;It is only natural. He cut off your arm, and you wanted revenge. It wasn't the first time, Anakin. Remember what you told me about your mother and the Sand People. Now, we must leave before more security droids arrive.;39 INT. GENERAL'S QUARTERS-TRADE FEDERATION CRUISER;40;0;0;0;0;0;0;0;0;0;
176;PALPATINE;; Anakin, there is no time. We must get off the ship before it's too late.;39 INT. GENERAL'S QUARTERS-TRADE FEDERATION CRUISER;15;0;0;0;0;0;0;0;0;0;
177;ANAKIN;;He seems to be all right. No broken bones, breathing's all right.;39 INT. GENERAL'S QUARTERS-TRADE FEDERATION CRUISER;12;0;0;0;0;0;0;0;0;0;
178;PALPATINE;;Leave him, or we'll never make it.;39 INT. GENERAL'S QUARTERS-TRADE FEDERATION CRUISER;7;0;0;0;0;0;0;0;0;0;
179;ANAKIN;;His fate will be the same as ours.;39 INT. GENERAL'S QUARTERS-TRADE FEDERATION CRUISER;8;0;0;0;0;0;0;0;0;0;
180;GENERAL GRIEVOUS;;Prepare for attack.;40 INT. BRIDGE-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
181;PILOT;;All batteries fire! Fire!;40 INT. BRIDGE-TRADE FEDERATION CRUISER;4;0;0;0;0;0;0;0;0;0;
182;ANAKIN;;The elevator's not working, ARTOO...;42 INT. ELEVATOR LOBBY-GENERAL'S QUARTERS-TRADE FEDERATION CRUISER;5;0;0;0;0;0;0;0;0;0;
183;ANAKIN;;... Activate Elevator 3224.;42 INT. ELEVATOR LOBBY-GENERAL'S QUARTERS-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
184;ANAKIN;; ARTOO... do you copy? ARTOO, come in!;42 INT. ELEVATOR LOBBY-GENERAL'S QUARTERS-TRADE FEDERATION CRUISER;7;0;0;0;0;0;0;0;0;0;
185;PILOT;;Reverse stabilizers.;43 INT. BRIDGE-TRADE FEDERATION CRUISER;2;0;0;0;0;0;0;0;0;0;
186;PILOT;;Magnetize! Magnetize!;47 INT. BRIDGE-TRADE FEDERATION CRUISER;2;0;0;0;0;0;0;0;0;0;
187;ANAKIN;;We can't wait. Come on, we have to be fast.;50 INT. ELEVATOR LOBBY-GENERAL'S QUARTERS-TRADE FEDERATION CRUISER;10;0;0;0;0;0;0;0;0;0;
188;GENERAL GRIEVOUS;;Fire the emergency booster engines.;51 INT. BRIDGE-TRADE FEDERATION CRUISER;5;0;0;0;0;0;0;0;0;0;
189;PILOT;;Leveling out, sir.;51 INT. BRIDGE-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
190;ANAKIN;;Easy... . We're in a bit of a situation.;53 INT. ELEVATOR SHAFT, VERTICAL-TRADE FEDERATION CRUISER;8;0;0;0;0;0;0;0;0;0;
191;OBI-WAN;;Did I miss something?;53 INT. ELEVATOR SHAFT, VERTICAL-TRADE FEDERATION CRUISER;4;0;0;0;0;0;0;0;0;0;
192;ANAKIN;;Hold on.;53 INT. ELEVATOR SHAFT, VERTICAL-TRADE FEDERATION CRUISER;2;0;0;0;0;0;0;0;0;0;
193;OBI-WAN;;What is that?;53 INT. ELEVATOR SHAFT, VERTICAL-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
194;OBI-WAN;; Oops.;53 INT. ELEVATOR SHAFT, VERTICAL-TRADE FEDERATION CRUISER;1;0;0;0;0;0;0;0;0;0;
195;ANAKIN;;ARTOO, ARTOO, shut down the elevator!;53 INT. ELEVATOR SHAFT, VERTICAL-TRADE FEDERATION CRUISER;6;0;0;0;0;0;0;0;0;0;
196;OBI-WAN;;Too late! Jump!;53 INT. ELEVATOR SHAFT, VERTICAL-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
197;OBI-WAN;;Let's see if we can find something in the hangar bay that's still flyable. Come on.;54 INT. ELEVATOR LOBBY-TRADE FEDERATION CRUISER;16;0;0;0;0;0;0;0;0;0;
198;ANAKIN;;ARTOO, get down here. ARTOO, do you copy?;54 INT. ELEVATOR LOBBY-TRADE FEDERATION CRUISER;8;0;0;0;0;0;0;0;0;0;
199;OBI-WAN;;None of those ships will get us anywhere.;57 INT. DOORWAY TO HANGAR BAY-TRADE FEDERATION CRUISER;8;0;0;0;0;0;0;0;0;0;
200;ANAKIN;;I agree.;57 INT. DOORWAY TO HANGAR BAY-TRADE FEDERATION CRUISER;2;0;0;0;0;0;0;0;0;0;
201;PALPATINE;;What are we going to do?;57 INT. DOORWAY TO HANGAR BAY-TRADE FEDERATION CRUISER;6;0;0;0;0;0;0;0;0;0;
202;ANAKIN;;I don't know.;57 INT. DOORWAY TO HANGAR BAY-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
203;OBI-WAN;;Don't look at me. I don't know.;57 INT. DOORWAY TO HANGAR BAY-TRADE FEDERATION CRUISER;7;0;0;0;0;0;0;0;0;0;
204;ANAKIN;;Here, Chancellor, lock this around your waist, and hold on.;57 INT. DOORWAY TO HANGAR BAY-TRADE FEDERATION CRUISER;10;0;0;0;0;0;0;0;0;0;
205;OBI-WAN;;We'll head toward the bridge and see if we can find an escape pod.;57 INT. DOORWAY TO HANGAR BAY-TRADE FEDERATION CRUISER;14;0;0;0;0;0;0;0;0;0;
206;ANAKIN;;Well, that was close.;59 INT. HANGAR DOORWAY-TRADE FEDERATION CRUISER;4;0;0;0;0;0;0;0;0;0;
207;OBI-WAN;;Well, that was close.;;;;;;;;;;;;
208;BODYGUARD;;General, we found the Jedi. They're in hallway 328.;60 INT. BRIDGE-TRADE FEDERATION CRUISER;9;0;0;0;0;0;0;0;0;0;
209;GENERAL GRIEVOUS;;Activate ray shields.;60 INT. BRIDGE-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
210;ANAKIN;;Ray shields!;61 INT. HALLWAY-TRADE FEDERATION CRUISER;2;0;0;0;0;0;0;0;0;0;
211;OBI-WAN;;Wait a minute, how'd this happen! We're smarter than this.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;10;0;0;0;0;0;0;0;0;0;
212;ANAKIN;;Apparently not, Master. This is the oldest trap in the book... Well... I was distracted.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;15;0;0;0;0;0;0;0;0;0;
213;OBI-WAN;;Oh, so all of a sudden it's my fault.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;9;0;0;0;0;0;0;0;0;0;
214;ANAKIN;;You're the Master. I'm just a hero.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;7;0;0;0;0;0;0;0;0;0;
215;OBI-WAN;;I'm open to suggestions here.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;5;0;0;0;0;0;0;0;0;0;
216;PALPATINE;;Why don't we let them take us to General Grievous. Perhaps with Count Dooku's demise, we can negotiate our release.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;20;0;0;0;0;0;0;0;0;0;
217;ANAKIN;;I say... patience.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
218;OBI-WAN;;Patience! That's your plan, is it?;61 INT. HALLWAY-TRADE FEDERATION CRUISER;6;0;0;0;0;0;0;0;0;0;
219;ANAKIN;;Yes, ARTOO will be along in a few moments and he'll release the ray shields...;61 INT. HALLWAY-TRADE FEDERATION CRUISER;15;0;0;0;0;0;0;0;0;0;
220;ANAKIN;; See! No problem.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
221;SUPER BATTLE DROID;;Don't move, dummy. Ouch! Zap this.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;6;0;0;0;0;0;0;0;0;0;
222;OBI-WAN;;Do you have a plan B?;61 INT. HALLWAY-TRADE FEDERATION CRUISER;6;0;0;0;0;0;0;0;0;0;
223;GENERAL GRIEVOUS;;Oh yes. General Kenobi, the Negotiator. We've been waiting for you. That wasn't much of a rescue.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;17;0;0;0;0;0;0;0;0;0;
224;OBI-WAN;;That depends upon your point of view. Hah!;61 INT. HALLWAY-TRADE FEDERATION CRUISER;8;0;0;0;0;0;0;0;0;0;
225;GENERAL GRIEVOUS;;And Anakin Skywalker... I was expecting someone with your reputation to be a little older.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;15;0;0;0;0;0;0;0;0;0;
226;ANAKIN;;General Grievous... Supreme Commander of the Droid Armies. You're shorter than I expected.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;13;0;0;0;0;0;0;0;0;0;
227;GENERAL GRIEVOUS;;Ahhhh, Jedi scum...;61 INT. HALLWAY-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
228;OBI-WAN;;Anakin, try not to upset him. We have a job to do.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;12;0;0;0;0;0;0;0;0;0;
229;GENERAL GRIEVOUS;;Your lightsabers will make a fine addition to my collection.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;10;0;0;0;0;0;0;0;0;0;
230;OBI-WAN;;Not this time. And this time you won't escape.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;9;0;0;0;0;0;0;0;0;0;
231;ANAKIN;;ARTOO.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;1;0;0;0;0;0;0;0;0;0;
232;GENERAL GRIEVOUS;;Crush them! Make them suffer!;61 INT. HALLWAY-TRADE FEDERATION CRUISER;5;0;0;0;0;0;0;0;0;0;
233;GENERAL GRIEVOUS;;Stay and watch your stations.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;5;0;0;0;0;0;0;0;0;0;
234;PILOT;;Sir, we are falling out of orbit. All aft control cells are dead.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;13;0;0;0;0;0;0;0;0;0;
235;GENERAL GRIEVOUS;;Stay on course... Don't bother with them. Keep the ship in orbit.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;12;0;0;0;0;0;0;0;0;0;
236;GENERAL GRIEVOUS;;You lose, General Kenobi.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;4;0;0;0;0;0;0;0;0;0;
237;PILOT;;The ship is breaking up!;61 INT. HALLWAY-TRADE FEDERATION CRUISER;5;0;0;0;0;0;0;0;0;0;
238;GENERAL GRIEVOUS;;We've run out of time.;61 INT. HALLWAY-TRADE FEDERATION CRUISER;5;0;0;0;0;0;0;0;0;0;
239;PALPATINE;;The hull is burning up!;63 INT. BRIDGE-TRADE FEDERATION CRUISER;5;0;0;0;0;0;0;0;0;0;
240;GENERAL GRIEVOUS;;Time to abandon ship.;65 INT. POD BAY-TRADE FEDERATION CRUISER-SPACE;4;0;0;0;0;0;0;0;0;0;
241;ANAKIN;;All the escape pods have been launched.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;7;0;0;0;0;0;0;0;0;0;
242;OBI-WAN;;Grievous. Can you fly a cruiser like this?;67 INT. BRIDGE-TRADE FEDERATION CRUISER;8;0;0;0;0;0;0;0;0;0;
243;ANAKIN;;You mean, do I know how to land what's left of this thing?;67 INT. BRIDGE-TRADE FEDERATION CRUISER;13;0;0;0;0;0;0;0;0;0;
244;OBI-WAN;;Well?;67 INT. BRIDGE-TRADE FEDERATION CRUISER;1;0;0;0;0;0;0;0;0;0;
245;ANAKIN;;Under the circumstances, I'd say the ability to pilot this thing is irrelevant. Strap yourselves in.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;16;0;0;0;0;0;0;0;0;0;
246;OBI-WAN;;Steady... Attitude... eighteen degrees.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;4;0;0;0;0;0;0;0;0;0;
247;ANAKIN;;Pressure rising. We've got to slow this wreck down. Open all hatches, extend all flaps, and drag fins.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;18;0;0;0;0;0;0;0;0;0;
248;OBI-WAN;;Temp steady. Hatches open, flaps extended, drag fins...;67 INT. BRIDGE-TRADE FEDERATION CRUISER;8;0;0;0;0;0;0;0;0;0;
249;ANAKIN;;We lost something.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
250;OBI-WAN;;Not to worry, we're still flying half the ship.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;9;0;0;0;0;0;0;0;0;0;
251;ANAKIN;;Now we're really picking up speed... I'm going to shift a few degrees and see if I can slow us down.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;21;0;0;0;0;0;0;0;0;0;
252;OBI-WAN;;Careful... we're heating up-twelve thousand... thirteen thousand...;67 INT. BRIDGE-TRADE FEDERATION CRUISER;7;0;0;0;0;0;0;0;0;0;
253;ANAKIN;;What's our speed?;67 INT. BRIDGE-TRADE FEDERATION CRUISER;3;0;0;0;0;0;0;0;0;0;
254;OBI-WAN;;Eight plus sixty-forty. Eight plus sixty-twenty. Eight plus sixty. Temp ten thousand, nine thousand... we're in the atmosphere...;67 INT. BRIDGE-TRADE FEDERATION CRUISER;18;0;0;0;0;0;0;0;0;0;
255;ANAKIN;;Grab that... Keep us level.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;5;0;0;0;0;0;0;0;0;0;
256;OBI-WAN;;Steady. Steady.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;2;0;0;0;0;0;0;0;0;0;
257;ANAKIN;;Easy, ARTOO. Hang on, this may get a little rough. We lost our heat shields.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;15;0;0;0;0;0;0;0;0;0;
258;OBI-WAN;;Five thousand. Three thousand... two thousand. Fireships on the left and the right.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;13;0;0;0;0;0;0;0;0;0;
259;FIRESHIP PILOT;;We'll take you in.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;4;0;0;0;0;0;0;0;0;0;
260;OBI-WAN;;Copy that. Landing strip's straight ahead.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;6;0;0;0;0;0;0;0;0;0;
261;ANAKIN;;We're coming in too hot.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;5;0;0;0;0;0;0;0;0;0;
262;OBI-WAN;;Easy-easy.;67 INT. BRIDGE-TRADE FEDERATION CRUISER;1;0;0;0;0;0;0;0;0;0;
263;OBI-WAN;;Another happy landing.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;3;0;0;0;0;0;0;0;0;0;
264;ANAKIN;;Are you coming, Master?;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;4;0;0;0;0;0;0;0;0;0;
265;OBI-WAN;;Oh no. I'm not brave enough for politics. I have to report to the Council. Besides, someone needs to be the poster boy.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;23;0;0;0;0;0;0;0;0;0;
266;ANAKIN;;Hold on, this whole operation was your idea. You planned it. You led the rescue operation. You have to be the one to take the bows this time.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;28;0;0;0;0;0;0;0;0;0;
267;OBI-WAN;;Sorry, old friend. Let us not forget that you rescued me from the Buzz Droids. And you killed Count Dooku. And you rescued the Chancellor, carrying me unconscious on your back, and you managed to land that bucket of bolts safely...;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;41;0;0;0;0;0;0;0;0;0;
268;ANAKIN;;All because of your training, Master. You deserve all those speeches of your greatness.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;14;0;0;0;0;0;0;0;0;0;
269;OBI-WAN;;... the endless speeches... Anakin, let's be fair. Today, you are the hero and you deserve your glorious day with the politicians.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;21;0;0;0;0;0;0;0;0;0;
270;ANAKIN;;All right. But you owe me... and not for saving your skin for the tenth time...;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;16;0;0;0;0;0;0;0;0;0;
271;OBI-WAN;;Ninth time... that business on Cato Neimoidia doesn't count. I'll see you at the briefing.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;15;0;0;0;0;0;0;0;0;0;
272;MACE WINDU;;Chancellor Palpatine, what a welcome sight! Are you all right?;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;10;0;0;0;0;0;0;0;0;0;
273;PALPATINE;;Yes, thanks to your two Jedi Knights. They killed Count Dooku, but General Grievous has escaped once again.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;18;0;0;0;0;0;0;0;0;0;
274;MACE WINDU;;General Grievous will run and hide as he always does. He is a coward.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;14;0;0;0;0;0;0;0;0;0;
275;PALPATINE;;That maybe true, but with Count Dooku dead, he is the leader of the Droid Army, and I assure you, the Senate will vote to continue the war as long as Grievous is alive.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;34;0;0;0;0;0;0;0;0;0;
276;MACE WINDU;;Then the Jedi Council will make finding Grievous our highest priority.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;11;0;0;0;0;0;0;0;0;0;
277;BAIL ORGANA;;Skywalker, the Republic cannot praise you enough.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;7;0;0;0;0;0;0;0;0;0;
278;ANAKIN;;Thank you, Senator Organa. The kidnapping was a bold move by the Separatists, but it was a mistake that Obi-Wan and I were able to take advantage of.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;28;0;0;0;0;0;0;0;0;0;
279;C-3PO;;It couldn't possibly be as bad as all that.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;9;0;0;0;0;0;0;0;0;0;
280;C-3PO;; Well, there, I agree with you. In fact, I could do with a tune-up myself.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;15;0;0;0;0;0;0;0;0;0;
281;BAIL ORGANA;;The end of Count Dooku will surely bring an end to this war, and an end to the Chancellor's draconian security measures.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;22;0;0;0;0;0;0;0;0;0;
282;ANAKIN;;I wish that were so, but the fighting is going to continue until General Grievous is spare parts... The Chancellor is very clear about that.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;25;0;0;0;0;0;0;0;0;0;
283;BAIL ORGANA;;I'll do everything I can with the Senate.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;8;0;0;0;0;0;0;0;0;0;
284;ANAKIN;;Excuse me.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;2;0;0;0;0;0;0;0;0;0;
285;BAIL ORGANA;;Certainly.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;1;0;0;0;0;0;0;0;0;0;
286;PADME;;Oh, Anakin! Thank goodness, you're back.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;6;0;0;0;0;0;0;0;0;0;
287;ANAKIN;;I missed you, Padme. I've missed you so.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;8;0;0;0;0;0;0;0;0;0;
288;PADME;;There were whispers... that you'd been killed. I've been living with unbearable dread.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;13;0;0;0;0;0;0;0;0;0;
289;ANAKIN;;I'm back, I'm all right. It feels like we've been apart for a lifetime. And it might have been... If the Chancellor hadn't been kidnapped. I don't think they would have ever brought us back from the Outer Rim sieges.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;40;0;0;0;0;0;0;0;0;0;
290;PADME;;Wait, not here...;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;3;0;0;0;0;0;0;0;0;0;
291;ANAKIN;;Yes, here! I'm tired of all this deception. I don't care if they know we're married.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;16;0;0;0;0;0;0;0;0;0;
292;PADME;;Anakin, don't say things like that. You're important to the Republic... to ending this war. I love you more than anything, but I won't let you give up your life as a Jedi for me...;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;35;0;0;0;0;0;0;0;0;0;
293;ANAKIN;;I've given my life to the Jedi order, but I'd only give up my life, for you.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;17;0;0;0;0;0;0;0;0;0;
294;PADME;;I wouldn't like that. I wouldn't like that one bit. Patience, my handsome Jedi... Come to me later.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;18;0;0;0;0;0;0;0;0;0;
295;ANAKIN;;Are you all right? You're trembling. What's going on?;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;9;0;0;0;0;0;0;0;0;0;
296;PADME;;I'm just excited to see you.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;6;0;0;0;0;0;0;0;0;0;
297;ANAKIN;;That's not it. I sense more... what is it?;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;9;0;0;0;0;0;0;0;0;0;
298;PADME;;Nothing... nothing...;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;2;0;0;0;0;0;0;0;0;0;
299;ANAKIN;;You're frightened. Tell me what's going on!;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;7;0;0;0;0;0;0;0;0;0;
300;PADME;;You've been gone five months... it's been very hard for me. I've never felt so alone. There's...;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;17;0;0;0;0;0;0;0;0;0;
301;ANAKIN;;... Is there someone else?;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;4;0;0;0;0;0;0;0;0;0;
302;PADME;;No! Why do you think that? Your jealousy upsets me so much, Anakin. I do nothing to betray you, yet you still don't trust me. Nothing has changed.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;28;0;0;0;0;0;0;0;0;0;
303;ANAKIN;;I'm afraid of losing you, Padme... that's all.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;8;0;0;0;0;0;0;0;0;0;
304;PADME;;I will never stop loving you, Anakin. My only fear is losing you.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;13;0;0;0;0;0;0;0;0;0;
305;ANAKIN;;It's just that I've never seen you like this...;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;9;0;0;0;0;0;0;0;0;0;
306;PADME;;Something wonderful has happened.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;4;0;0;0;0;0;0;0;0;0;
307;PADME;; I'm... Annie, I'm pregnant.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;4;0;0;0;0;0;0;0;0;0;
308;ANAKIN;;That's... that's wonderful.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;3;0;0;0;0;0;0;0;0;0;
309;PADME;;What are we going to do?;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;6;0;0;0;0;0;0;0;0;0;
310;ANAKIN;;We're not going to worry about anything right now, all right? This is a happy moment. The happiest moment of my life.;68 EXT. CORUSCANT-INDUSTRIAL LANDING PLATFORM-AFTERNOON;22;0;0;0;0;0;0;0;0;0;
311;SUPER BATTLE DROID G21;;The planet is secure, sir. The population is under control.;71 EXT. UTAPAU-LANDING PLATFORM-DAY;10;0;0;0;0;0;0;0;0;0;
312;GENERAL GRIEVOUS;;Good. Where is the Separatist Council?;71 EXT. UTAPAU-LANDING PLATFORM-DAY;6;0;0;0;0;0;0;0;0;0;
313;SUPER BATTLE DROID G21;;This way, sir...;71 EXT. UTAPAU-LANDING PLATFORM-DAY;3;0;0;0;0;0;0;0;0;0;
314;GENERAL GRIEVOUS;;Yes, Lord Sidious.;72 INT. UTAPAU-CONFERENCE ROOM-GRAND CHAMBER-DAY;3;0;0;0;0;0;0;0;0;0;
315;DARTH SIDIOUS;;General Grievous, I suggest you move the Separatist leaders to Mustafar.;72 INT. UTAPAU-CONFERENCE ROOM-GRAND CHAMBER-DAY;11;0;0;0;0;0;0;0;0;0;
316;GENERAL GRIEVOUS;;It will be done, My Lord.;72 INT. UTAPAU-CONFERENCE ROOM-GRAND CHAMBER-DAY;6;0;0;0;0;0;0;0;0;0;
317;DARTH SIDIOUS;;The end of the war is near, General, and I promise you, victory is assured.;72 INT. UTAPAU-CONFERENCE ROOM-GRAND CHAMBER-DAY;15;0;0;0;0;0;0;0;0;0;
318;GENERAL GRIEVOUS;;But the loss of Count Dooku?;72 INT. UTAPAU-CONFERENCE ROOM-GRAND CHAMBER-DAY;6;0;0;0;0;0;0;0;0;0;
319;DARTH SIDIOUS;;His death was a necessary loss, which will ensure our victory. Soon I will have a new apprentice... one far younger and more powerful than Lord Tyranus.;72 INT. UTAPAU-CONFERENCE ROOM-GRAND CHAMBER-DAY;27;0;0;0;0;0;0;0;0;0;
320;ANAKIN;;.... every second I was thinking of you. Protecting the endless, nameless Outer Rim settlements became a torture... the battles were easy, the longing became unbearable... I've never been so happy as I am at this moment.;73 INT. CORUSCANT-PADME'S APARTMENT-TWILIGHT;36;0;0;0;0;0;0;0;0;0;
321;PADME;;Annie, I want to have our baby back home on Naboo. We could go to the lake country where no one would know... where we would be safe. I could go early-and fix up the baby's room. I know the perfect spot, right by the gardens.;73 INT. CORUSCANT-PADME'S APARTMENT-TWILIGHT;46;0;0;0;0;0;0;0;0;0;
322;ANAKIN;;You are so beautiful!;73 INT. CORUSCANT-PADME'S APARTMENT-TWILIGHT;4;0;0;0;0;0;0;0;0;0;
323;PADME;;It's only because I'm so in love...;73 INT. CORUSCANT-PADME'S APARTMENT-TWILIGHT;7;0;0;0;0;0;0;0;0;0;
324;ANAKIN;;No, it's because I'm so in love with you.;73 INT. CORUSCANT-PADME'S APARTMENT-TWILIGHT;9;0;0;0;0;0;0;0;0;0;
325;PADME;;So love has blinded you?;73 INT. CORUSCANT-PADME'S APARTMENT-TWILIGHT;5;0;0;0;0;0;0;0;0;0;
326;ANAKIN;;Well, that's not exactly what I meant...;73 INT. CORUSCANT-PADME'S APARTMENT-TWILIGHT;7;0;0;0;0;0;0;0;0;0;
327;PADME;;But it's probably true!;73 INT. CORUSCANT-PADME'S APARTMENT-TWILIGHT;4;0;0;0;0;0;0;0;0;0;
328;ANAKIN;;I haven't laughed in so long...;73 INT. CORUSCANT-PADME'S APARTMENT-TWILIGHT;6;0;0;0;0;0;0;0;0;0;
329;PADME;;Neither have I.;73 INT. CORUSCANT-PADME'S APARTMENT-TWILIGHT;3;0;0;0;0;0;0;0;0;0;
330;PADME;;Anakin, help me! Help, Anakin! Anakin, I love you. I love you.;74 INT. POLIS MASSA-MEDICAL CENTER-DREAM;12;0;0;0;0;0;0;0;0;0;
331;PADME;;Anakin??;75 INT. CORUSCANT-PADME'S APARTMENT-BEDROOM-NIGHT;1;0;0;0;0;0;0;0;0;0;
