"doc_id","from","text"
"696","DARTH VADER","left learner"
"697","OBI WAN","master evil darth"
"698","DARTH VADER","powers weak man"
"699","OBI WAN","win darth strike powerful possibly imagine"
"700","HAN SOLO","leave party"
"701","HAN SOLO",""
"702","LEIA","ran friends"
"703","LUKE","ship"
"704","HAN SOLO","hope man tractor beam commission"
"705","LUKE",""
"706","THREEPIO","artoo"
"707","HAN SOLO","now's chance"
"708","LUKE",""
"709","HAN SOLO",""
"710","LEIA","luke late"
"711","HAN SOLO","blast door kid"
"712","OBI WAN","run luke run"
"713","HAN SOLO","hope man tractor beam commission real short trip hit"
"714","HAN SOLO","coming sentry ships hold em angle deflector shields charge main guns"
"715","LUKE",""
"716","LEIA",""
"717","HAN SOLO","buddy"
"718","HAN SOLO","kid stay sharp"
"719","LEIA",""
"720","LUKE","coming fast"
"721","THREEPIO","oooh"
"722","LEIA","lost lateral controls"
"723","HAN SOLO","worry hold"
"724","HAN SOLO","hear baby hold"
"725","LUKE",""
"726","HAN SOLO","great kid cocky"
"727","LEIA",""
"728","LUKE",""
"729","LEIA",""
"730","THREEPIO","melting fault"
"731","TARKIN",""
"732","DARTH VADER","made jump hyperspace"
"733","TARKIN","homing beacon secure aboard ship taking awful risk vader work"
"734","HAN SOLO","bad bit rescuing huh amaze"
"735","LEIA","sound hard explanation ease escape"
"736","HAN SOLO","easy call easy"
"737","LEIA","tracking"
"738","HAN SOLO","ship sister"
"739","LEIA","information artoo intact"
"740","HAN SOLO","important carrying"
"741","LEIA","technical readouts battle station hope data analyzed weakness found"
"742","HAN SOLO","sister revolution princess expect paid money"
"743","LEIA","needn't worry reward money love receive"
"744","LEIA","friend mercenary cares"
"745","LUKE","care"
"746","LUKE","han"
"747","HAN SOLO","kid"
"748","LUKE","good"
"749","HAN SOLO","lot spirit princess guy"
"750","LUKE",""
"751","WILLARD","safe feared worst"
"752","WILLARD","heard alderaan afraid lost father"
"753","LEIA","time sorrows commander battle station surely tracked explanation ease escape information r2 unit plan attack hope"
"754","TARKIN",""
"755","DEATH STAR INTERCOM","approaching planet yavin rebel base moon side preparing orbit planet"
"756","DODONNA","battle station heavily shielded carries firepower greater half star fleet defenses designed direct large-scale assault small one-man fighter penetrate outer defense"
"757","GOLD LEADER","pardon sir good snub fighters"
"758","DODONNA","empire small one-man fighter threat tighter defense analysis plans provided princess leia demonstrated weakness battle station"
"759","DODONNA","approach easy required maneuver straight trench skim surface point target area meters wide small thermal exhaust port main port shaft leads directly reactor system precise hit start chain reaction destroy station"
"760","DODONNA","precise hit set chain reaction shaft ray-shielded proton torpedoes"
"761","WEDGE","impossible computer"
"762","LUKE","impossible bull's eye womp rats t-sixteen back home bigger meters"
"763","DODONNA","man ships force"
"764","DEATH STAR INTERCOM","orbiting planet maximum velocity moon rebel base range thirty minutes"
"765","DARTH VADER","day long remembered end kenobi end rebellion"
"766","HAN SOLO","flight trooper man stations flight troops man stations"
"767","LUKE","reward leaving"
"768","HAN SOLO","yeah debts pay stuff fool stick pretty good fight"
"769","LUKE","happen good pilot turning back"
"770","HAN SOLO","good's reward attacking battle station idea courage suicide"
"771","LUKE","care han guess"
"772","HAN SOLO","hey luke force"
"773","HAN SOLO","what're lookin"
"774","LEIA","wrong"
"775","LUKE","han thought change mind"
"776","LEIA","follow path choose"
"777","LUKE","ben"
"778","BIGGS","luke how'd"
"779","LUKE","biggs listen stories"
"780","RED LEADER","luke skywalker checked incom t-sixty"
"781","BIGGS","sir luke bush pilot outer rim territories"
"782","RED LEADER","met father boy great pilot half father's skill"
"783","LUKE","sir"
"784","BIGGS","aboard listen stories back"
"785","LUKE","told make someday biggs"
"786","BIGGS","times luke couple shooting stars that'll stopped"
"787","CHIEF","r2 unit bit beat"
"788","LUKE","life droid lot artoo"
"789","CHIEF","easy"
"790","THREEPIO","hang tight artoo back"
"791","THREEPIO","life boring"
"792","OBI WAN","luke force"
"793","MASSASSI INTERCOM","stand-by alert death star approaching estimated time firing range fifteen minutes"
"794","RED LEADER","wings report"
"795","RED TEN","red ten standing"
"796","RED SEVEN","red standing"
"797","BIGGS","red standing"
"798","PORKINS","red standing"
"799","RED NINE","red standing"
"800","WEDGE","red standing"
"801","RED ELEVEN","red eleven standing"
"802","LUKE","red standing"
"803","RED LEADER","lock s-foils attack position"
"804","RED LEADER","passing magnetic field"
"805","RED LEADER","hold tight"
"806","RED LEADER","switch deflectors"
"807","RED LEADER","double front"
"808","WEDGE","size thing"
"809","RED LEADER","cut chatter red"
"810","RED LEADER","accelerate attack speed boys"
"811","GOLD LEADER","red leader gold leader"
"812","RED LEADER","copy gold leader"
"813","GOLD LEADER","starting target shaft"
"814","RED LEADER","position cut axis draw fire"
"815","WEDGE","heavy fire boss twenty-degrees"
"816","RED LEADER","stay low"
"817","LUKE","red"
"818","BIGGS","luke pull"
"819","BIGGS",""
"820","LUKE","cooked"
"821","IMPERIAL OFFICER","count thirty rebel ships lord vader small evading turbo-lasers"
"822","DARTH VADER","destroy ship ship crews fighters"
"823","RED LEADER","luke"
"824","LUKE",""
"825","RED LEADER","watch lot fire coming side deflection tower"
"826","LUKE",""
"827","REBEL OFFICER","squad leaders picked group signals enemy fighters coming"
"828","LUKE","scope's negative"
"829","RED LEADER","visual scanning jamming top scope pick"
"830","RED LEADER","biggs picked watch"
"831","BIGGS",""
"832","BIGGS","tight shake shake"
"833","LUKE","hang biggs coming"
"834","LUKE",""
"835","DARTH VADER","fighters broken main group"
"836","BIGGS","pull luke pull"
"837","WEDGE","watch back luke"
"838","WEDGE","watch back fighter's coming"
"839","LUKE","hit bad"
"840","LUKE","artoo hang back"
"841","RED LEADER","red"
"842","RED LEADER","red"
"843","RED TEN","heavy fire zone side red"
"844","LUKE","shake"
"845","WEDGE","luke"
"846","WEDGE","hold"
"847","LUKE","blast wedge"
"848","LUKE","wedge"
"849","BIGGS","good shooting wedge"
"850","GOLD LEADER","red leader"
"851","GOLD LEADER","gold leader starting attack run"
"852","RED LEADER","copy gold leader move position"
"853","DARTH VADER","stay attack formation"
"854","GOLD LEADER","exhaust post"
"855","GOLD LEADER","marked locked"
"856","GOLD LEADER","switch power front deflector screens"
"857","GOLD LEADER","guns gold"
"858","GOLD FIVE","twenty guns surface towers"
"859","MASSASSI INTERCOM","death star range minutes"
"860","GOLD LEADER","switching targeting computer"
"861","GOLD TWO","computer's locked signal"
"862","GOLD TWO","guns stopped"
"863","GOLD FIVE","stabilize read deflectors watch enemy fighters"
"864","GOLD LEADER","coming marks ten"
"865","DARTH VADER","cover"
"866","WINGMAN","sir"
"867","GOLD LEADER","maneuver"
"868","GOLD FIVE","stay target"
"869","GOLD LEADER","close"
"870","GOLD FIVE","stay target"
"871","GOLD LEADER","loosen"
"872","GOLD FIVE","gold red leader"
"873","GOLD FIVE","lost tiree lost hutch"
"874","RED LEADER","copy gold"
"875","GOLD FIVE",""
"876","IMPERIAL OFFICER","analyzed attack sir danger ship standing"
"877","TARKIN","evacuate moment triumph overestimate chances"
"878","MASSASSI INTERCOM","rebel base minutes closing"
"879","RED LEADER","red group red leader"
"880","RED LEADER","rendezvous mark point"
"881","WEDGE","red flying"
"882","BIGGS","red standing"
"883","DODONNA","red leader base half group range run"
"884","RED LEADER","copy base luke red hold wait signal start run"
"885","RED LEADER",""
"886","RED TEN",""
"887","RED LEADER","eyes open fighters"
"888","RED TEN","interference"
"889","RED TEN","red"
"890","LUKE","sign wait"
"891","LUKE","coming point"
"892","RED TEN",""
"893","RED LEADER","range"
"894","RED LEADER","target's coming"
"895","RED LEADER","hold seconds"
"896","DARTH VADER","close formation"
"897","RED TEN","loose"
"898","RED LEADER",""
"899","RED TEN","hold"
"900","RED LEADER",""
"901","RED NINE","hit"
"902","RED LEADER","negative"
"903","RED LEADER","negative impacted surface"
"904","LUKE","red leader turn point"
"905","LUKE","oh-five"
"906","RED LEADER","stay"
"907","RED LEADER","lost starboard engine"
"908","RED LEADER","set make attack run"
"909","DEATH STAR INTERCOM","rebel base minute closing"
"910","LUKE","biggs wedge close full throttle"
"911","WEDGE","boss"
"912","BIGGS","luke speed pull time"
"913","LUKE","beggar's canyon back home"
"914","BIGGS","stay back cover"
"915","WEDGE","scope shows tower exhaust port computer hit"
"916","LUKE","watch increase speed full throttle"
"917","WEDGE","tower"
"918","LUKE","worry fighters worry tower"
"919","LUKE","artoo stabilizer's broken loose lock"
"920","WEDGE","hit stay"
"921","LUKE","clear wedge"
"922","LUKE","good back"
"923","WEDGE",""
"924","DARTH VADER","stay leader"
"925","BIGGS","hurry luke coming faster time hold"
"926","LUKE","artoo increase power"
"927","BIGGS","hurry luke"
"928","BIGGS","wait"
"929","DEATH STAR INTERCOM","rebel base thirty seconds closing"
"930","DARTH VADER","leader"
"931","THREEPIO","hang artoo"
"932","OBI WAN","force luke"
"933","OBI WAN","luke"
"934","DARTH VADER","force strong"
"935","OBI WAN","luke trust"
"936","BASE COMMUNICATOR","computer's luke switched targeting computer wrong"
"937","LUKE",""
"938","LUKE","lost artoo"
"939","MASSASSI INTERCOM","death star cleared planet death star cleared planet"
"940","DEATH STAR INTERCOM","rebel base range"
"941","TARKIN","fire ready"
"942","DEATH STAR INTERCOM","commence primary ignition"
"943","DARTH VADER",""
"944","DARTH VADER",""
"945","HAN SOLO","yahoo"
"946","WINGMAN",""
"947","HAN SOLO","clear kid"
"948","HAN SOLO","blow thing home"
"949","DEATH STAR INTERCOM","stand fire rebel base"
"950","DEATH STAR INTERCOM","standing"
"951","HAN SOLO","great shot kid million"
"952","OBI WAN","remember force"
"953","LEIA","luke luke luke"
"954","HAN SOLO","hey hey"
"955","LUKE","knew back knew"
"956","HAN SOLO","gonna credit reward"
"957","LEIA","hey knew money"
"958","LUKE",""
"959","THREEPIO","artoo hear repair"
"960","TECHNICIAN","work"
"961","THREEPIO","repair sir circuits gears gladly donate"
"962","LUKE",""
